,State and District,CDID,Median Age,White,Black,AI/AN,Asian,PI,Other,Two Plus,Emp-LF Ratio,High School,Bachelor,Advanced,% households w/ married couples,% households w/ seniors,% poverty,district_x,colid,year,state,state_po,state_fips,state_cen,state_ic,office,district_y,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,percent votes,party_democrat,party_republican,inc_democrat,inc_republican,winner
54,Congressional District 5 (115th Congress),CA,0.43542435424354253,0.6014669926650367,0.0916030534351145,0.03879310344827586,11.1,0.04098360655737705,0.23965141612200436,0.19615384615384618,0.6666666666666667,0.7858823529411763,0.35736677115987464,0.26229508196721313,48.1,0.40972222222222227,0.20648967551622419,5,CA5,2018,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,,False,ANTHONY MILLS,NO PARTY PREFERENCE,False,TOTAL,55158,261018,False,20220331,False,0.21131875962577293,0,0,1,0,0
55,Congressional District 5 (115th Congress),CA,0.43542435424354253,0.6014669926650367,0.0916030534351145,0.03879310344827586,11.1,0.04098360655737705,0.23965141612200436,0.19615384615384618,0.6666666666666667,0.7858823529411763,0.35736677115987464,0.26229508196721313,48.1,0.40972222222222227,0.20648967551622419,5,CA5,2018,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,,False,MIKE THOMPSON,DEMOCRAT,False,TOTAL,205860,261018,False,20220331,False,0.788681240374227,1,0,1,0,1
56,Congressional District 6 (115th Congress),CA,0.2214022140221401,0.45965770171149145,0.18625954198473282,0.030172413793103453,15.6,0.11475409836065574,0.21786492374727667,0.24230769230769234,0.4876543209876545,0.7152941176470586,0.30564263322884017,0.239344262295082,49.8,0.31597222222222227,0.4985250737463126,6,CA6,2018,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,,False,DORIS MATSUI,DEMOCRAT,False,TOTAL,162411,201939,False,20220331,False,0.8042577213911132,1,0,1,0,1
57,Congressional District 6 (115th Congress),CA,0.2214022140221401,0.45965770171149145,0.18625954198473282,0.030172413793103453,15.6,0.11475409836065574,0.21786492374727667,0.24230769230769234,0.4876543209876545,0.7152941176470586,0.30564263322884017,0.239344262295082,49.8,0.31597222222222227,0.4985250737463126,6,CA6,2018,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,,False,JRMAR JEFFERSON,DEMOCRAT,False,TOTAL,39528,201939,False,20220331,False,0.19574227860888685,1,0,1,0,0
58,Congressional District 7 (115th Congress),CA,0.38007380073800756,0.6039119804400979,0.10534351145038168,0.021551724137931032,15.5,0.06557377049180328,0.08932461873638343,0.24615384615384617,0.5648148148148151,0.8564705882352937,0.3887147335423198,0.28852459016393445,30.1,0.3194444444444445,0.2330383480825958,7,CA7,2018,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,,False,AMI BERA,DEMOCRAT,False,TOTAL,155016,281617,False,20220331,False,0.550449724270907,1,0,1,0,1
59,Congressional District 7 (115th Congress),CA,0.38007380073800756,0.6039119804400979,0.10534351145038168,0.021551724137931032,15.5,0.06557377049180328,0.08932461873638343,0.24615384615384617,0.5648148148148151,0.8564705882352937,0.3887147335423198,0.28852459016393445,30.1,0.3194444444444445,0.2330383480825958,7,CA7,2018,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,,False,ANDREW GRANT,REPUBLICAN,False,TOTAL,126601,281617,False,20220331,False,0.44955027572909306,0,1,1,0,0
60,Congressional District 8 (115th Congress),CA,0.2140221402214022,0.754278728606357,0.11450381679389313,0.05603448275862069,3.1,0.024590163934426233,0.13071895424836602,0.14615384615384616,0.2685185185185184,0.684705882352941,0.12852664576802508,0.1311475409836066,35.9,0.2673611111111111,0.4808259587020648,8,CA8,2018,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,,False,PAUL COOK,REPUBLICAN,False,TOTAL,102415,170785,False,20220331,False,0.5996721023509091,0,1,0,1,1
61,Congressional District 8 (115th Congress),CA,0.2140221402214022,0.754278728606357,0.11450381679389313,0.05603448275862069,3.1,0.024590163934426233,0.13071895424836602,0.14615384615384616,0.2685185185185184,0.684705882352941,0.12852664576802508,0.1311475409836066,35.9,0.2673611111111111,0.4808259587020648,8,CA8,2018,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,,False,TIM DONNELLY,REPUBLICAN,False,TOTAL,68370,170785,False,20220331,False,0.40032789764909094,0,1,0,1,0
62,Congressional District 9 (115th Congress),CA,0.24354243542435428,0.4841075794621027,0.1297709923664122,0.021551724137931032,14.5,0.049180327868852465,0.24183006535947715,0.3384615384615385,0.4259259259259258,0.6235294117647059,0.18181818181818188,0.1278688524590164,55.2,0.3645833333333333,0.3687315634218289,9,CA9,2018,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,,False,JERRY MCNERNEY,DEMOCRAT,False,TOTAL,113414,200763,False,20220331,False,0.5649148498478306,1,0,1,0,1
63,Congressional District 9 (115th Congress),CA,0.24354243542435428,0.4841075794621027,0.1297709923664122,0.021551724137931032,14.5,0.049180327868852465,0.24183006535947715,0.3384615384615385,0.4259259259259258,0.6235294117647059,0.18181818181818188,0.1278688524590164,55.2,0.3645833333333333,0.3687315634218289,9,CA9,2018,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,,False,MARLA LIVENGOOD,REPUBLICAN,False,TOTAL,87349,200763,False,20220331,False,0.4350851501521695,0,1,1,0,0
64,Congressional District 10 (115th Congress),CA,0.22878228782287824,0.7053789731051345,0.04427480916030534,0.02586206896551724,6.9,0.05737704918032787,0.22875816993464052,0.17307692307692307,0.44753086419753085,0.6070588235294117,0.14263322884012541,0.09836065573770493,59.2,0.25347222222222227,0.32448377581120946,10,CA10,2018,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,,False,JEFF DENHAM,REPUBLICAN,False,TOTAL,105955,221900,False,20220331,False,0.4774898602974313,0,1,0,1,0
65,Congressional District 10 (115th Congress),CA,0.22878228782287824,0.7053789731051345,0.04427480916030534,0.02586206896551724,6.9,0.05737704918032787,0.22875816993464052,0.17307692307692307,0.44753086419753085,0.6070588235294117,0.14263322884012541,0.09836065573770493,59.2,0.25347222222222227,0.32448377581120946,10,CA10,2018,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,,False,JOSH HARDER,DEMOCRAT,False,TOTAL,115945,221900,False,20220331,False,0.5225101397025688,1,0,0,1,1
66,Congressional District 11 (115th Congress),CA,0.41697416974169754,0.5647921760391198,0.11603053435114503,0.012931034482758622,13.8,0.04098360655737705,0.21568627450980393,0.2076923076923077,0.6419753086419753,0.809411764705882,0.5454545454545455,0.4524590163934427,52.7,0.4583333333333333,0.18584070796460175,11,CA11,2018,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,,False,JOHN FITZGERALD,REPUBLICAN,False,TOTAL,71312,275681,False,20220331,False,0.25867578832055893,0,1,1,0,0
67,Congressional District 11 (115th Congress),CA,0.41697416974169754,0.5647921760391198,0.11603053435114503,0.012931034482758622,13.8,0.04098360655737705,0.21568627450980393,0.2076923076923077,0.6419753086419753,0.809411764705882,0.5454545454545455,0.4524590163934427,52.7,0.4583333333333333,0.18584070796460175,11,CA11,2018,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,,False,MARK DESAULNIER,DEMOCRAT,False,TOTAL,204369,275681,False,20220331,False,0.7413242116794411,1,0,1,0,1
68,Congressional District 12 (115th Congress),CA,0.36162361623616235,0.42420537897310506,0.0748091603053435,0.012931034482758622,32.1,0.03278688524590164,0.1503267973856209,0.16538461538461538,0.8858024691358024,0.8117647058823527,0.7711598746081506,0.6852459016393443,54.7,0.31597222222222227,0.22123893805309733,12,CA12,2018,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,,False,LISA REMMER,REPUBLICAN,False,TOTAL,41780,317072,False,20220331,False,0.13176817883635264,0,1,1,0,0
69,Congressional District 12 (115th Congress),CA,0.36162361623616235,0.42420537897310506,0.0748091603053435,0.012931034482758622,32.1,0.03278688524590164,0.1503267973856209,0.16538461538461538,0.8858024691358024,0.8117647058823527,0.7711598746081506,0.6852459016393443,54.7,0.31597222222222227,0.22123893805309733,12,CA12,2018,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,,False,NANCY PELOSI,DEMOCRAT,False,TOTAL,275292,317072,False,20220331,False,0.8682318211636474,1,0,1,0,1
70,Congressional District 13 (115th Congress),CA,0.3099630996309961,0.34474327628361856,0.26106870229007634,0.030172413793103453,20.8,0.049180327868852465,0.22222222222222224,0.2384615384615385,0.6512345679012344,0.7341176470588235,0.6050156739811913,0.6163934426229509,53.3,0.3333333333333334,0.3569321533923303,13,CA13,2018,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,,False,BARBARA LEE,DEMOCRAT,False,TOTAL,260580,294837,False,20220331,False,0.8838103765809583,1,0,1,0,1
71,Congressional District 13 (115th Congress),CA,0.3099630996309961,0.34474327628361856,0.26106870229007634,0.030172413793103453,20.8,0.049180327868852465,0.22222222222222224,0.2384615384615385,0.6512345679012344,0.7341176470588235,0.6050156739811913,0.6163934426229509,53.3,0.3333333333333334,0.3569321533923303,13,CA13,2018,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,,False,LAURA WELLS,GREEN,False,TOTAL,34257,294837,False,20220331,False,0.11618962341904171,0,0,1,0,0
72,Congressional District 14 (115th Congress),CA,0.40590405904059024,0.37775061124694376,0.03969465648854962,0.008620689655172414,33.5,0.11475409836065574,0.22875816993464052,0.17692307692307693,0.8209876543209875,0.8164705882352941,0.5940438871473356,0.5081967213114755,55,0.25347222222222227,0.09734513274336282,14,CA14,2018,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,,False,CRISTINA OSMENA,REPUBLICAN,False,TOTAL,55439,266823,False,20220331,False,0.20777444223324076,0,1,1,0,0
73,Congressional District 14 (115th Congress),CA,0.40590405904059024,0.37775061124694376,0.03969465648854962,0.008620689655172414,33.5,0.11475409836065574,0.22875816993464052,0.17692307692307693,0.8209876543209875,0.8164705882352941,0.5940438871473356,0.5081967213114755,55,0.25347222222222227,0.09734513274336282,14,CA14,2018,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,,False,JACKIE SPEIER,DEMOCRAT,False,TOTAL,211384,266823,False,20220331,False,0.7922255577667593,1,0,1,0,1
74,Congressional District 15 (115th Congress),CA,0.37269372693726943,0.3887530562347188,0.08396946564885496,0.017241379310344827,32.5,0.0819672131147541,0.15686274509803924,0.2,0.737654320987654,0.8470588235294119,0.5501567398119123,0.46885245901639355,54,0.2673611111111111,0.08849557522123891,15,CA15,2018,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,,False,ERIC SWALWELL,DEMOCRAT,False,TOTAL,177989,243929,False,20220331,False,0.7296754383447642,1,0,1,0,1
75,Congressional District 15 (115th Congress),CA,0.37269372693726943,0.3887530562347188,0.08396946564885496,0.017241379310344827,32.5,0.0819672131147541,0.15686274509803924,0.2,0.737654320987654,0.8470588235294119,0.5501567398119123,0.46885245901639355,54,0.2673611111111111,0.08849557522123891,15,CA15,2018,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,,False,RUDY L PETERS JR,REPUBLICAN,False,TOTAL,65940,243929,False,20220331,False,0.2703245616552357,0,1,1,0,0
76,Congressional District 16 (115th Congress),CA,0.088560885608856,0.5268948655256723,0.08091603053435115,0.04310344827586207,9.3,0.01639344262295082,0.4727668845315904,0.12307692307692308,0.2314814814814814,0.30823529411764694,0.06426332288401257,0.05245901639344262,50.8,0.3229166666666667,0.7374631268436577,16,CA16,2018,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,,False,ELIZABETH HENG,REPUBLICAN,False,TOTAL,60693,142959,False,20220331,False,0.4245482970641932,0,1,1,0,0
77,Congressional District 16 (115th Congress),CA,0.088560885608856,0.5268948655256723,0.08091603053435115,0.04310344827586207,9.3,0.01639344262295082,0.4727668845315904,0.12307692307692308,0.2314814814814814,0.30823529411764694,0.06426332288401257,0.05245901639344262,50.8,0.3229166666666667,0.7374631268436577,16,CA16,2018,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,,False,JIM COSTA,DEMOCRAT,False,TOTAL,82266,142959,False,20220331,False,0.5754517029358067,1,0,1,0,1
78,Congressional District 17 (115th Congress),CA,0.3099630996309961,0.19437652811735942,0.03206106870229008,0.008620689655172414,53.4,0.04098360655737705,0.16775599128540306,0.14615384615384616,0.7191358024691359,0.8823529411764706,0.7460815047021944,0.8065573770491804,50.6,0.28125000000000006,0.07079646017699115,17,CA17,2018,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,,False,RO KHANNA,DEMOCRAT,False,TOTAL,159105,211162,False,20220331,False,0.753473636355026,1,0,1,0,1
79,Congressional District 17 (115th Congress),CA,0.3099630996309961,0.19437652811735942,0.03206106870229008,0.008620689655172414,53.4,0.04098360655737705,0.16775599128540306,0.14615384615384616,0.7191358024691359,0.8823529411764706,0.7460815047021944,0.8065573770491804,50.6,0.28125000000000006,0.07079646017699115,17,CA17,2018,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,,False,RON COHEN,REPUBLICAN,False,TOTAL,52057,211162,False,20220331,False,0.246526363644974,0,1,1,0,0
80,Congressional District 18 (115th Congress),CA,0.4206642066420663,0.6063569682151589,0.022900763358778626,0.008620689655172414,22.6,0.024590163934426233,0.11546840958605664,0.16153846153846155,0.7469135802469136,0.9341176470588235,0.8401253918495298,0.9639344262295082,53.7,0.37500000000000006,0.07669616519174041,18,CA18,2018,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,,False,ANNA G ESHOO,DEMOCRAT,False,TOTAL,225142,302238,False,20220331,False,0.7449162580482931,1,0,1,0,1
81,Congressional District 18 (115th Congress),CA,0.4206642066420663,0.6063569682151589,0.022900763358778626,0.008620689655172414,22.6,0.024590163934426233,0.11546840958605664,0.16153846153846155,0.7469135802469136,0.9341176470588235,0.8401253918495298,0.9639344262295082,53.7,0.37500000000000006,0.07669616519174041,18,CA18,2018,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,,False,CHRISTINE RUSSELL,REPUBLICAN,False,TOTAL,77096,302238,False,20220331,False,0.2550837419517069,0,1,1,0,0
82,Congressional District 19 (115th Congress),CA,0.3062730627306274,0.3557457212713936,0.03816793893129771,0.02586206896551724,27.9,0.03278688524590164,0.4052287581699347,0.17307692307692307,0.712962962962963,0.6305882352941174,0.40909090909090906,0.32459016393442625,49.7,0.22222222222222227,0.19469026548672566,19,CA19,2018,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,,False,JUSTIN JAMES AGUILERA,REPUBLICAN,False,TOTAL,57823,220319,False,20220331,False,0.2624512638492368,0,1,1,0,0
83,Congressional District 19 (115th Congress),CA,0.3062730627306274,0.3557457212713936,0.03816793893129771,0.02586206896551724,27.9,0.03278688524590164,0.4052287581699347,0.17307692307692307,0.712962962962963,0.6305882352941174,0.40909090909090906,0.32459016393442625,49.7,0.22222222222222227,0.19469026548672566,19,CA19,2018,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,,False,ZOE LOFGREN,DEMOCRAT,False,TOTAL,162496,220319,False,20220331,False,0.7375487361507632,1,0,1,0,1
84,Congressional District 20 (115th Congress),CA,0.2398523985239851,0.6687041564792175,0.022900763358778626,0.02586206896551724,5.2,0.024590163934426233,0.38997821350762535,0.1346153846153846,0.5154320987654317,0.5152941176470585,0.30094043887147337,0.27868852459016397,55.4,0.2986111111111112,0.3126843657817109,20,CA20,2018,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,,False,JIMMY PANETTA,DEMOCRAT,False,TOTAL,183677,225721,False,20220331,False,0.8137346547286252,1,0,1,0,1
85,Congressional District 20 (115th Congress),CA,0.2398523985239851,0.6687041564792175,0.022900763358778626,0.02586206896551724,5.2,0.024590163934426233,0.38997821350762535,0.1346153846153846,0.5154320987654317,0.5152941176470585,0.30094043887147337,0.27868852459016397,55.4,0.2986111111111112,0.3126843657817109,20,CA20,2018,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,,False,RONALD PAUL KABAT,NO PARTY PREFERENCE,False,TOTAL,42044,225721,False,20220331,False,0.18626534527137484,0,0,1,0,0
86,Congressional District 21 (115th Congress),CA,0.05904059040590415,0.6931540342298288,0.0549618320610687,0.04310344827586207,3.2,0.01639344262295082,0.3747276688453159,0.07692307692307693,0.18518518518518512,0.12941176470588234,0.0,0.0,52.5,0.31597222222222227,0.7374631268436577,21,CA21,2018,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,,False,DAVID G VALADAO,REPUBLICAN,False,TOTAL,56377,113616,False,20220331,False,0.4962065202084214,0,1,0,1,0
87,Congressional District 21 (115th Congress),CA,0.05904059040590415,0.6931540342298288,0.0549618320610687,0.04310344827586207,3.2,0.01639344262295082,0.3747276688453159,0.07692307692307693,0.18518518518518512,0.12941176470588234,0.0,0.0,52.5,0.31597222222222227,0.7374631268436577,21,CA21,2018,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,,False,TJ COX,DEMOCRAT,False,TOTAL,57239,113616,False,20220331,False,0.5037934797915786,1,0,0,1,1
88,Congressional District 22 (115th Congress),CA,0.14022140221402224,0.7139364303178485,0.042748091603053436,0.034482758620689655,7.9,0.01639344262295082,0.224400871459695,0.12692307692307692,0.4845679012345676,0.628235294117647,0.25078369905956116,0.2,47,0.3923611111111112,0.45722713864306774,22,CA22,2018,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,,False,ANDREW JANZ,DEMOCRAT,False,TOTAL,105136,222379,False,20220331,False,0.4727784548001385,1,0,0,1,0
89,Congressional District 22 (115th Congress),CA,0.14022140221402224,0.7139364303178485,0.042748091603053436,0.034482758620689655,7.9,0.01639344262295082,0.224400871459695,0.12692307692307692,0.4845679012345676,0.628235294117647,0.25078369905956116,0.2,47,0.3923611111111112,0.45722713864306774,22,CA22,2018,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,,False,DEVIN G NUNES,REPUBLICAN,False,TOTAL,117243,222379,False,20220331,False,0.5272215451998615,0,1,0,1,1
90,Congressional District 23 (115th Congress),CA,0.22509225092250928,0.7310513447432763,0.0946564885496183,0.04310344827586207,5.2,0.01639344262295082,0.17429193899782133,0.12307692307692308,0.3302469135802466,0.6752941176470588,0.18495297805642635,0.15081967213114755,59.1,0.40625000000000006,0.4336283185840707,23,CA23,2018,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,KEVIN MCCARTHY,REPUBLICAN,False,TOTAL,131113,205774,False,20220331,False,0.6371699048470653,0,1,0,1,1
91,Congressional District 23 (115th Congress),CA,0.22509225092250928,0.7310513447432763,0.0946564885496183,0.04310344827586207,5.2,0.01639344262295082,0.17429193899782133,0.12307692307692308,0.3302469135802466,0.6752941176470588,0.18495297805642635,0.15081967213114755,59.1,0.40625000000000006,0.4336283185840707,23,CA23,2018,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,False,TATIANA MATTA,DEMOCRAT,False,TOTAL,74661,205774,False,20220331,False,0.3628300951529348,1,0,0,1,0
92,Congressional District 24 (115th Congress),CA,0.28044280442804426,0.7860635696821515,0.022900763358778626,0.030172413793103453,4.7,0.00819672131147541,0.1982570806100218,0.12307692307692308,0.5895061728395061,0.7294117647058822,0.39811912225705337,0.3606557377049181,56.1,0.18750000000000006,0.3097345132743362,24,CA24,2018,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,False,JUSTIN FAREED,REPUBLICAN,False,TOTAL,117881,284431,False,20220331,False,0.41444497962599014,0,1,1,0,0
93,Congressional District 24 (115th Congress),CA,0.28044280442804426,0.7860635696821515,0.022900763358778626,0.030172413793103453,4.7,0.00819672131147541,0.1982570806100218,0.12307692307692308,0.5895061728395061,0.7294117647058822,0.39811912225705337,0.3606557377049181,56.1,0.18750000000000006,0.3097345132743362,24,CA24,2018,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,False,SALUD CARBAJAL,DEMOCRAT,False,TOTAL,166550,284431,False,20220331,False,0.5855550203740099,1,0,1,0,1
94,Congressional District 25 (115th Congress),CA,0.2730627306273061,0.6039119804400979,0.11450381679389313,0.02586206896551724,8.3,0.01639344262295082,0.28540305010893247,0.17692307692307693,0.47839506172839474,0.7411764705882353,0.29937304075235116,0.22622950819672127,57.4,0.36805555555555564,0.26843657817109146,25,CA25,2018,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,False,KATIE HILL,DEMOCRAT,False,TOTAL,133209,245022,False,20220331,False,0.5436613855082401,1,0,0,1,1
95,Congressional District 25 (115th Congress),CA,0.2730627306273061,0.6039119804400979,0.11450381679389313,0.02586206896551724,8.3,0.01639344262295082,0.28540305010893247,0.17692307692307693,0.47839506172839474,0.7411764705882353,0.29937304075235116,0.22622950819672127,57.4,0.36805555555555564,0.26843657817109146,25,CA25,2018,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,False,STEVE KNIGHT,REPUBLICAN,False,TOTAL,111813,245022,False,20220331,False,0.45633861449175994,0,1,0,1,0
96,Congressional District 26 (115th Congress),CA,0.35424354243542444,0.7958435207823962,0.021374045801526718,0.030172413793103453,6.8,0.01639344262295082,0.12854030501089325,0.1346153846153846,0.6728395061728396,0.6823529411764706,0.38557993730407525,0.3344262295081967,47.3,0.31250000000000006,0.19469026548672566,26,CA26,2018,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,False,ANTONIO SABATO JR,REPUBLICAN,False,TOTAL,97210,255426,False,20220331,False,0.3805798939810356,0,1,1,0,0
