,State and District,CDID,Median Age,White,Black,AI/AN,Asian,PI,Other,Two Plus,Emp-LF Ratio,High School,Bachelor,Advanced,% households w/ married couples,% households w/ seniors,% poverty,district_x,colid,year,state,state_po,state_fips,state_cen,state_ic,office,district_y,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,percent votes,party_democrat,party_republican,inc_democrat,inc_republican,winner
553,Congressional District 3 (115th Congress),MO,0.38745387453874525,0.9535452322738387,0.04427480916030534,0.008620689655172414,1,0.0,0.008714596949891067,0.04230769230769231,0.7469135802469136,0.8564705882352937,0.268025078369906,0.2,60.7,0.31250000000000006,0.17994100294985252,3,MO3,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,211243,324608,False,20220331,False,0.6507633822949527,0,1,0,1,1
554,Congressional District 3 (115th Congress),MO,0.38745387453874525,0.9535452322738387,0.04427480916030534,0.008620689655172414,1,0.0,0.008714596949891067,0.04230769230769231,0.7469135802469136,0.8564705882352937,0.268025078369906,0.2,60.7,0.31250000000000006,0.17994100294985252,3,MO3,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,DONALD V STOLLE,LIBERTARIAN,False,TOTAL,6776,324608,False,20220331,False,0.020874408517350156,0,0,0,1,0
555,Congressional District 3 (115th Congress),MO,0.38745387453874525,0.9535452322738387,0.04427480916030534,0.008620689655172414,1,0.0,0.008714596949891067,0.04230769230769231,0.7469135802469136,0.8564705882352937,0.268025078369906,0.2,60.7,0.31250000000000006,0.17994100294985252,3,MO3,2018,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,,False,KATY GEPPERT,DEMOCRAT,False,TOTAL,106589,324608,False,20220331,False,0.32836220918769715,1,0,0,1,0
556,Congressional District 4 (115th Congress),MO,0.3136531365313653,0.9095354523227384,0.06412213740458014,0.017241379310344827,1.5,0.00819672131147541,0.015250544662309372,0.08846153846153847,0.5740740740740742,0.821176470588235,0.25862068965517243,0.239344262295082,45,0.28472222222222227,0.36283185840707965,4,MO4,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,MARK BLISS,LIBERTARIAN,False,TOTAL,7210,293316,False,20220331,False,0.02458099796806175,0,0,0,1,0
557,Congressional District 4 (115th Congress),MO,0.3136531365313653,0.9095354523227384,0.06412213740458014,0.017241379310344827,1.5,0.00819672131147541,0.015250544662309372,0.08846153846153847,0.5740740740740742,0.821176470588235,0.25862068965517243,0.239344262295082,45,0.28472222222222227,0.36283185840707965,4,MO4,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,RENEE HOAGENSON,DEMOCRAT,False,TOTAL,95968,293316,False,20220331,False,0.32718296990276696,1,0,0,1,0
558,Congressional District 4 (115th Congress),MO,0.3136531365313653,0.9095354523227384,0.06412213740458014,0.017241379310344827,1.5,0.00819672131147541,0.015250544662309372,0.08846153846153847,0.5740740740740742,0.821176470588235,0.25862068965517243,0.239344262295082,45,0.28472222222222227,0.36283185840707965,4,MO4,2018,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,190138,293316,False,20220331,False,0.6482360321291712,0,1,0,1,1
559,Congressional District 5 (115th Congress),MO,0.3136531365313653,0.6552567237163814,0.3282442748091603,0.012931034482758622,1.8,0.024590163934426233,0.08278867102396514,0.09230769230769231,0.7098765432098764,0.8329411764705879,0.2978056426332289,0.24918032786885247,56.1,0.4479166666666668,0.3657817109144542,5,MO5,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,ALEXANDER HOWELL,LIBERTARIAN,False,TOTAL,4725,283785,False,20220331,False,0.016649928643162958,0,0,1,0,0
560,Congressional District 5 (115th Congress),MO,0.3136531365313653,0.6552567237163814,0.3282442748091603,0.012931034482758622,1.8,0.024590163934426233,0.08278867102396514,0.09230769230769231,0.7098765432098764,0.8329411764705879,0.2978056426332289,0.24918032786885247,56.1,0.4479166666666668,0.3657817109144542,5,MO5,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,EC FREDLAND,CONSTITUTION,False,TOTAL,876,283785,False,20220331,False,0.0030868439135260848,0,0,1,0,0
561,Congressional District 5 (115th Congress),MO,0.3136531365313653,0.6552567237163814,0.3282442748091603,0.012931034482758622,1.8,0.024590163934426233,0.08278867102396514,0.09230769230769231,0.7098765432098764,0.8329411764705879,0.2978056426332289,0.24918032786885247,56.1,0.4479166666666668,0.3657817109144542,5,MO5,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,EMANUEL CLEAVER II,DEMOCRAT,False,TOTAL,175019,283785,False,20220331,False,0.6167309759148651,1,0,1,0,1
562,Congressional District 5 (115th Congress),MO,0.3136531365313653,0.6552567237163814,0.3282442748091603,0.012931034482758622,1.8,0.024590163934426233,0.08278867102396514,0.09230769230769231,0.7098765432098764,0.8329411764705879,0.2978056426332289,0.24918032786885247,56.1,0.4479166666666668,0.3657817109144542,5,MO5,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,JACOB TURK,REPUBLICAN,False,TOTAL,101069,283785,False,20220331,False,0.35614637842028296,0,1,1,0,0
563,Congressional District 5 (115th Congress),MO,0.3136531365313653,0.6552567237163814,0.3282442748091603,0.012931034482758622,1.8,0.024590163934426233,0.08278867102396514,0.09230769230769231,0.7098765432098764,0.8329411764705879,0.2978056426332289,0.24918032786885247,56.1,0.4479166666666668,0.3657817109144542,5,MO5,2018,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,,False,MAURICE COPELAND,GREEN,False,TOTAL,2091,283785,False,20220331,False,0.0073682541360537025,0,0,1,0,0
564,Congressional District 6 (115th Congress),MO,0.3763837638376384,0.9266503667481663,0.058015267175572524,0.012931034482758622,1.3,0.00819672131147541,0.013071895424836603,0.06923076923076923,0.728395061728395,0.8799999999999999,0.30094043887147337,0.2360655737704918,41.1,0.3333333333333334,0.23008849557522118,6,MO6,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,DAN HOGAN,LIBERTARIAN,False,TOTAL,7953,305409,False,20220331,False,0.02604048996591456,0,0,0,1,0
565,Congressional District 6 (115th Congress),MO,0.3763837638376384,0.9266503667481663,0.058015267175572524,0.012931034482758622,1.3,0.00819672131147541,0.013071895424836603,0.06923076923076923,0.728395061728395,0.8799999999999999,0.30094043887147337,0.2360655737704918,41.1,0.3333333333333334,0.23008849557522118,6,MO6,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,HENRY ROBERT MARTIN,DEMOCRAT,False,TOTAL,97660,305409,False,20220331,False,0.319767917775835,1,0,0,1,0
566,Congressional District 6 (115th Congress),MO,0.3763837638376384,0.9266503667481663,0.058015267175572524,0.012931034482758622,1.3,0.00819672131147541,0.013071895424836603,0.06923076923076923,0.728395061728395,0.8799999999999999,0.30094043887147337,0.2360655737704918,41.1,0.3333333333333334,0.23008849557522118,6,MO6,2018,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,,False,SAM GRAVES,REPUBLICAN,False,TOTAL,199796,305409,False,20220331,False,0.6541915922582504,0,1,0,1,1
567,Congressional District 7 (115th Congress),MO,0.35055350553505527,0.9437652811735942,0.022900763358778626,0.034482758620689655,1.2,0.01639344262295082,0.019607843137254905,0.07307692307692308,0.6327160493827158,0.8235294117647056,0.24764890282131669,0.1967213114754099,54.3,0.326388888888889,0.359882005899705,7,MO7,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,BENJAMIN T BRIXEY,LIBERTARIAN,False,TOTAL,10920,296455,False,20220331,False,0.03683527010844816,0,0,0,1,0
568,Congressional District 7 (115th Congress),MO,0.35055350553505527,0.9437652811735942,0.022900763358778626,0.034482758620689655,1.2,0.01639344262295082,0.019607843137254905,0.07307692307692308,0.6327160493827158,0.8235294117647056,0.24764890282131669,0.1967213114754099,54.3,0.326388888888889,0.359882005899705,7,MO7,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,BILLY LONG,REPUBLICAN,False,TOTAL,196343,296455,False,20220331,False,0.6623028790204247,0,1,0,1,1
569,Congressional District 7 (115th Congress),MO,0.35055350553505527,0.9437652811735942,0.022900763358778626,0.034482758620689655,1.2,0.01639344262295082,0.019607843137254905,0.07307692307692308,0.6327160493827158,0.8235294117647056,0.24764890282131669,0.1967213114754099,54.3,0.326388888888889,0.359882005899705,7,MO7,2018,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,,False,JAMIE DANIEL SCHOOLCRAFT,DEMOCRAT,False,TOTAL,89190,296455,False,20220331,False,0.3008551044846604,1,0,0,1,0
570,Congressional District 8 (115th Congress),MO,0.46125461254612543,0.9449877750611246,0.06412213740458014,0.017241379310344827,0.6,0.0,0.004357298474945534,0.038461538461538464,0.4166666666666665,0.6799999999999997,0.11755485893416928,0.11803278688524592,52.2,0.3923611111111112,0.463126843657817,8,MO8,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,JASON SMITH,REPUBLICAN,False,TOTAL,194042,264399,False,20220331,False,0.7338983884205311,0,1,0,1,1
571,Congressional District 8 (115th Congress),MO,0.46125461254612543,0.9449877750611246,0.06412213740458014,0.017241379310344827,0.6,0.0,0.004357298474945534,0.038461538461538464,0.4166666666666665,0.6799999999999997,0.11755485893416928,0.11803278688524592,52.2,0.3923611111111112,0.463126843657817,8,MO8,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,JONATHAN L SHELL,LIBERTARIAN,False,TOTAL,4206,264399,False,20220331,False,0.015907775748017203,0,0,0,1,0
572,Congressional District 8 (115th Congress),MO,0.46125461254612543,0.9449877750611246,0.06412213740458014,0.017241379310344827,0.6,0.0,0.004357298474945534,0.038461538461538464,0.4166666666666665,0.6799999999999997,0.11755485893416928,0.11803278688524592,52.2,0.3923611111111112,0.463126843657817,8,MO8,2018,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,,False,KATHY ELLIS,DEMOCRAT,False,TOTAL,66151,264399,False,20220331,False,0.2501938358314517,1,0,0,1,0
573,Congressional District 0 (115th Hidden easter eggCongress),MT,0.4280442804428044,0.9070904645476774,0.0,0.2758620689655173,0.7,0.00819672131147541,0.006535947712418301,0.07692307692307693,0.712962962962963,0.9247058823529408,0.3526645768025079,0.25573770491803277,53.4,0.34027777777777785,0.29793510324483774,0,MT0,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,ELINOR SWANSON,LIBERTARIAN,False,TOTAL,14476,504421,False,20220331,False,0.02869825007285581,0,0,0,1,0
574,Congressional District 0 (115th Hidden easter eggCongress),MT,0.4280442804428044,0.9070904645476774,0.0,0.2758620689655173,0.7,0.00819672131147541,0.006535947712418301,0.07692307692307693,0.712962962962963,0.9247058823529408,0.3526645768025079,0.25573770491803277,53.4,0.34027777777777785,0.29793510324483774,0,MT0,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,GREG GIANFORTE,REPUBLICAN,False,TOTAL,256661,504421,False,20220331,False,0.5088229871476405,0,1,0,1,1
575,Congressional District 0 (115th Hidden easter eggCongress),MT,0.4280442804428044,0.9070904645476774,0.0,0.2758620689655173,0.7,0.00819672131147541,0.006535947712418301,0.07692307692307693,0.712962962962963,0.9247058823529408,0.3526645768025079,0.25573770491803277,53.4,0.34027777777777785,0.29793510324483774,0,MT0,2018,MONTANA,MT,30,81,64,US HOUSE,0,GEN,,False,KATHLEEN WILLIAMS,DEMOCRAT,False,TOTAL,233284,504421,False,20220331,False,0.4624787627795036,1,0,0,1,0
576,Congressional District 1 (115th Congress),NE,0.2656826568265682,0.9058679706601467,0.03969465648854962,0.04741379310344827,2.6,0.00819672131147541,0.03050108932461874,0.06923076923076923,0.9104938271604934,0.9035294117647057,0.35423197492163017,0.2655737704918033,51.6,0.39930555555555564,0.22713864306784656,1,NE1,2018,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,,False,JEFF FORTENBERRY,REPUBLICAN,False,TOTAL,141712,234781,False,20220331,False,0.6035922838730562,0,1,0,1,1
577,Congressional District 1 (115th Congress),NE,0.2656826568265682,0.9058679706601467,0.03969465648854962,0.04741379310344827,2.6,0.00819672131147541,0.03050108932461874,0.06923076923076923,0.9104938271604934,0.9035294117647057,0.35423197492163017,0.2655737704918033,51.6,0.39930555555555564,0.22713864306784656,1,NE1,2018,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,,False,JESSICA MCCLURE,DEMOCRAT,False,TOTAL,93069,234781,False,20220331,False,0.3964077161269438,1,0,0,1,0
578,Congressional District 2 (115th Congress),NE,0.2398523985239851,0.8190709046454767,0.14198473282442747,0.017241379310344827,3.2,0.00819672131147541,0.037037037037037035,0.08076923076923077,0.8888888888888891,0.8729411764705879,0.48119122257053293,0.3704918032786885,51.8,0.3368055555555555,0.22418879056047195,2,NE2,2018,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,,False,DON BACON,REPUBLICAN,False,TOTAL,126715,248485,False,20220331,False,0.5099502988107935,0,1,0,1,1
579,Congressional District 2 (115th Congress),NE,0.2398523985239851,0.8190709046454767,0.14198473282442747,0.017241379310344827,3.2,0.00819672131147541,0.037037037037037035,0.08076923076923077,0.8888888888888891,0.8729411764705879,0.48119122257053293,0.3704918032786885,51.8,0.3368055555555555,0.22418879056047195,2,NE2,2018,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,,False,KARA EASTMAN,DEMOCRAT,False,TOTAL,121770,248485,False,20220331,False,0.4900497011892066,1,0,0,1,0
580,Congressional District 3 (115th Congress),NE,0.42435424354243545,0.9584352078239609,0.012213740458015265,0.034482758620689655,0.8,0.00819672131147541,0.04139433551198257,0.03076923076923077,0.9074074074074072,0.8494117647058821,0.21159874608150475,0.14098360655737707,53.6,0.3194444444444445,0.22713864306784656,3,NE3,2018,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,163650,213304,False,20220331,False,0.7672148670442186,0,1,0,1,1
581,Congressional District 3 (115th Congress),NE,0.42435424354243545,0.9584352078239609,0.012213740458015265,0.034482758620689655,0.8,0.00819672131147541,0.04139433551198257,0.03076923076923077,0.9074074074074072,0.8494117647058821,0.21159874608150475,0.14098360655737707,53.6,0.3194444444444445,0.22713864306784656,3,NE3,2018,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,,False,PAUL THEOBALD,DEMOCRAT,False,TOTAL,49654,213304,False,20220331,False,0.23278513295578143,1,0,0,1,0
582,Congressional District 1 (115th Congress),NV,0.29889298892988925,0.4792176039119804,0.16793893129770993,0.030172413793103453,8.4,0.05737704918032787,0.4357298474945534,0.13846153846153847,0.5339506172839508,0.5458823529411765,0.10971786833855801,0.07540983606557376,55.3,0.5104166666666667,0.4985250737463126,1,NV1,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,DAN GARFIELD,INDEPENDENT AMERICAN,False,TOTAL,2454,152201,False,20220331,False,0.016123415746282874,0,0,1,0,0
583,Congressional District 1 (115th Congress),NV,0.29889298892988925,0.4792176039119804,0.16793893129770993,0.030172413793103453,8.4,0.05737704918032787,0.4357298474945534,0.13846153846153847,0.5339506172839508,0.5458823529411765,0.10971786833855801,0.07540983606557376,55.3,0.5104166666666667,0.4985250737463126,1,NV1,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,DINA TITUS,DEMOCRAT,False,TOTAL,100707,152201,False,20220331,False,0.6616710796906722,1,0,1,0,1
584,Congressional District 1 (115th Congress),NV,0.29889298892988925,0.4792176039119804,0.16793893129770993,0.030172413793103453,8.4,0.05737704918032787,0.4357298474945534,0.13846153846153847,0.5339506172839508,0.5458823529411765,0.10971786833855801,0.07540983606557376,55.3,0.5104166666666667,0.4985250737463126,1,NV1,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,JOYCE BENTLEY,REPUBLICAN,False,TOTAL,46978,152201,False,20220331,False,0.3086576303703655,0,1,1,0,0
585,Congressional District 1 (115th Congress),NV,0.29889298892988925,0.4792176039119804,0.16793893129770993,0.030172413793103453,8.4,0.05737704918032787,0.4357298474945534,0.13846153846153847,0.5339506172839508,0.5458823529411765,0.10971786833855801,0.07540983606557376,55.3,0.5104166666666667,0.4985250737463126,1,NV1,2018,NEVADA,NV,32,88,65,US HOUSE,1,GEN,,False,ROBERT STRAWDER,LIBERTARIAN,False,TOTAL,2062,152201,False,20220331,False,0.013547874192679417,0,0,1,0,0
586,Congressional District 2 (115th Congress),NV,0.41697416974169754,0.8202933985330074,0.022900763358778626,0.09051724137931036,4,0.04098360655737705,0.11982570806100219,0.11538461538461539,0.6604938271604939,0.7976470588235292,0.2805642633228841,0.239344262295082,47.7,0.2986111111111112,0.2566371681415929,2,NV2,2018,NEVADA,NV,32,88,65,US HOUSE,2,GEN,,False,CLINT KOBLE,DEMOCRAT,False,TOTAL,120102,287537,False,20220331,False,0.4176923317694766,1,0,0,1,0
587,Congressional District 2 (115th Congress),NV,0.41697416974169754,0.8202933985330074,0.022900763358778626,0.09051724137931036,4,0.04098360655737705,0.11982570806100219,0.11538461538461539,0.6604938271604939,0.7976470588235292,0.2805642633228841,0.239344262295082,47.7,0.2986111111111112,0.2566371681415929,2,NV2,2018,NEVADA,NV,32,88,65,US HOUSE,2,GEN,,False,MARK E AMODEI,REPUBLICAN,False,TOTAL,167435,287537,False,20220331,False,0.5823076682305234,0,1,0,1,1
588,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,DANNY TARKANIAN,REPUBLICAN,False,TOTAL,122566,286168,False,20220331,False,0.42830085823711944,0,1,1,0,0
589,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,DAVID GOOSEEN,INDEPENDENT,False,TOTAL,3627,286168,False,20220331,False,0.012674373095524308,0,0,1,0,0
590,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,GIL EISNER,INDEPENDENT,False,TOTAL,1887,286168,False,20220331,False,0.006594028682452266,0,0,1,0,0
591,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,HARRY L VICKERS,INDEPENDENT AMERICAN,False,TOTAL,3481,286168,False,20220331,False,0.012164183276956194,0,0,1,0,0
592,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,STEVE BROWN,LIBERTARIAN,False,TOTAL,4555,286168,False,20220331,False,0.01591722344916273,0,0,1,0,0
593,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,SUSIE LEE,DEMOCRAT,False,TOTAL,148501,286168,False,20220331,False,0.5189294400492018,1,0,1,0,1
594,Congressional District 3 (115th Congress),NV,0.4022140221402213,0.6515892420537897,0.10076335877862595,0.017241379310344827,13.9,0.06557377049180328,0.09150326797385622,0.17692307692307693,0.728395061728395,0.9152941176470586,0.3699059561128527,0.28196721311475414,44,0.21875000000000006,0.1445427728613569,3,NV3,2018,NEVADA,NV,32,88,65,US HOUSE,3,GEN,,False,TONY GUMINA,INDEPENDENT,False,TOTAL,1551,286168,False,20220331,False,0.005419893209583182,0,0,1,0,0
595,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,CRESENT HARDY,REPUBLICAN,False,TOTAL,102748,234868,False,20220331,False,0.4374712604526798,0,1,1,0,0
596,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,DEAN MCGONIGLE,INDEPENDENT,False,TOTAL,2032,234868,False,20220331,False,0.008651668171057786,0,0,1,0,0
597,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,GREGG LUCKNER,LIBERTARIAN,False,TOTAL,2213,234868,False,20220331,False,0.009422313810310473,0,0,1,0,0
598,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,RODNEY SMITH,INDEPENDENT,False,TOTAL,2733,234868,False,20220331,False,0.011636323381644158,0,0,1,0,0
599,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,STEVEN A HORSFORD,DEMOCRAT,False,TOTAL,121962,234868,False,20220331,False,0.5192789141134595,1,0,1,0,1
600,Congressional District 4 (115th Congress),NV,0.3062730627306274,0.6014669926650367,0.21832061068702288,0.03879310344827586,5.6,0.049180327868852465,0.19389978213507625,0.15769230769230771,0.5030864197530864,0.7388235294117642,0.19122257053291536,0.14426229508196725,50.7,0.3854166666666668,0.2920353982300884,4,NV4,2018,NEVADA,NV,32,88,65,US HOUSE,4,GEN,,False,WARREN ROSS MARKOWITZ,INDEPENDENT AMERICAN,False,TOTAL,3180,234868,False,20220331,False,0.013539520070848306,0,0,1,0,0
601,Congressional District 1 (115th Congress),NH,0.5018450184501844,0.963325183374083,0.016793893129770993,0.0,2.4,0.0,0.006535947712418301,0.04230769230769231,0.87037037037037,0.9270588235294115,0.45141065830721006,0.3704918032786885,54.5,0.3298611111111111,0.10914454277286134,1,NH1,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,CHRIS PAPPAS,DEMOCRAT,False,TOTAL,155884,291039,False,20220331,False,0.5356120657368943,1,0,1,0,1
602,Congressional District 1 (115th Congress),NH,0.5018450184501844,0.963325183374083,0.016793893129770993,0.0,2.4,0.0,0.006535947712418301,0.04230769230769231,0.87037037037037,0.9270588235294115,0.45141065830721006,0.3704918032786885,54.5,0.3298611111111111,0.10914454277286134,1,NH1,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,DAN BELFORTI,LIBERTARIAN,False,TOTAL,4048,291039,False,20220331,False,0.01390878885647628,0,0,1,0,0
603,Congressional District 1 (115th Congress),NH,0.5018450184501844,0.963325183374083,0.016793893129770993,0.0,2.4,0.0,0.006535947712418301,0.04230769230769231,0.87037037037037,0.9270588235294115,0.45141065830721006,0.3704918032786885,54.5,0.3298611111111111,0.10914454277286134,1,NH1,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,,False,EDDIE EDWARDS,REPUBLICAN,False,TOTAL,130996,291039,False,20220331,False,0.4500977532220768,0,1,1,0,0
604,Congressional District 2 (115th Congress),NH,0.5867158671586714,0.9584352078239609,0.013740458015267177,0.004310344827586208,2.6,0.0,0.008714596949891067,0.046153846153846156,0.8086419753086418,0.9152941176470586,0.4216300940438872,0.3836065573770492,53.6,0.2986111111111112,0.11504424778761058,2,NH2,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,ANNE MCLANE KUSTER,DEMOCRAT,False,TOTAL,155358,279705,False,20220331,False,0.5554351906472891,1,0,1,0,1
605,Congressional District 2 (115th Congress),NH,0.5867158671586714,0.9584352078239609,0.013740458015267177,0.004310344827586208,2.6,0.0,0.008714596949891067,0.046153846153846156,0.8086419753086418,0.9152941176470586,0.4216300940438872,0.3836065573770492,53.6,0.2986111111111112,0.11504424778761058,2,NH2,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,JUSTIN O'DONNELL,LIBERTARIAN,False,TOTAL,6206,279705,False,20220331,False,0.022187662001036806,0,0,1,0,0
606,Congressional District 2 (115th Congress),NH,0.5867158671586714,0.9584352078239609,0.013740458015267177,0.004310344827586208,2.6,0.0,0.008714596949891067,0.046153846153846156,0.8086419753086418,0.9152941176470586,0.4216300940438872,0.3836065573770492,53.6,0.2986111111111112,0.11504424778761058,2,NH2,2018,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,,False,STEVEN NEGRON,REPUBLICAN,False,TOTAL,117990,279705,False,20220331,False,0.42183729286212257,0,1,1,0,0
607,Congressional District 1 (115th Congress),NJ,0.40590405904059024,0.6491442542787287,0.25648854961832057,0.004310344827586208,5.1,0.0,0.13943355119825707,0.08076923076923077,0.6913580246913578,0.8470588235294119,0.34952978056426337,0.27540983606557373,51.9,0.4236111111111111,0.22123893805309733,1,NJ1,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,DONALD W NORCROSS,DEMOCRAT,False,TOTAL,169628,263418,False,20220331,False,0.6439499198991716,1,0,1,0,1
608,Congressional District 1 (115th Congress),NJ,0.40590405904059024,0.6491442542787287,0.25648854961832057,0.004310344827586208,5.1,0.0,0.13943355119825707,0.08076923076923077,0.6913580246913578,0.8470588235294119,0.34952978056426337,0.27540983606557373,51.9,0.4236111111111111,0.22123893805309733,1,NJ1,2018,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,,False,MOHAMMAD KABIR,YOUR VOICE HARD,False,TOTAL,984,263418,False,20220331,False,0.0037355078240666924,0,0,1,0,0
